FILE_INFO
ListSeparator=comma
DecimalSeparator=period

SESSION_INFO
TimeZone,GMT
TimeZoneOffset,+0
DateTimeFormat,dd/MM/yyyy HH:mm:ss.nnn
StartTime,31/01/2025 16:29:25.429
TimeFormat,Absolute
TimeSource,PC

DEVICE_INFO
Port,COM 5
BaseSerial,2615-1218
Address,417
ModelName,G-Link 2G
SerialNumber,2313--1431697296
FirmwareVersion,6.03

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied
Tick,Timer Tick,10Hz,,,tick,tick,,
ch1,Channel Data,10Hz,result = ([slope] * data) + [offset],[slope]=236 [offset]=2028,G,G,Node Commander v2.17.0,
ch2,Channel Data,10Hz,result = ([slope] * data) + [offset],[slope]=237 [offset]=1993,G,G,Node Commander v2.17.0,
ch3,Channel Data,10Hz,result = ([slope] * data) + [offset],[slope]=234 [offset]=2017,G,G,Node Commander v2.17.0,
Base RSSI,Signal Strength,10Hz,result = data,,dBm,dBm,,

DATA_START
Time,Tick,ch1,ch2,ch3,Base RSSI
31/01/2025 16:29:25.429,0,-0.1271186441,-0.05063291139,-1.05982906,-72
31/01/2025 16:29:25.629,2,-0.3220338983,-0.2194092827,-1.183760684,-69
31/01/2025 16:29:25.729,3,-0.3177966102,-0.223628692,-1.170940171,-70
31/01/2025 16:29:25.829,4,-0.3347457627,-0.2194092827,-1.170940171,-70
31/01/2025 16:29:25.929,5,-0.3220338983,-0.2151898734,-1.162393162,-74
31/01/2025 16:29:26.029,6,-0.3177966102,-0.2109704641,-1.170940171,-69
31/01/2025 16:29:26.128,7,-0.3220338983,-0.2320675105,-1.175213675,-68
31/01/2025 16:29:26.229,8,-0.343220339,-0.2151898734,-1.183760684,-71
31/01/2025 16:29:26.329,9,-0.3220338983,-0.223628692,-1.188034188,-73
31/01/2025 16:29:26.429,10,-0.3347457627,-0.2109704641,-1.162393162,-68
31/01/2025 16:29:26.529,11,-0.313559322,-0.2278481013,-1.166666667,-67
31/01/2025 16:29:26.629,12,-0.3220338983,-0.2151898734,-1.183760684,-67
31/01/2025 16:29:26.729,13,-0.3008474576,-0.2151898734,-1.166666667,-69
31/01/2025 16:29:26.828,14,-0.3220338983,-0.223628692,-1.162393162,-69
31/01/2025 16:29:26.929,15,-0.3262711864,-0.2151898734,-1.166666667,-69
31/01/2025 16:29:27.029,16,-0.313559322,-0.2151898734,-1.162393162,-69
31/01/2025 16:29:27.129,17,-0.3347457627,-0.2151898734,-1.162393162,-70
31/01/2025 16:29:27.229,18,-0.343220339,-0.2151898734,-1.170940171,-71
31/01/2025 16:29:27.328,19,-0.3220338983,-0.2151898734,-1.162393162,-71
31/01/2025 16:29:27.429,20,-0.3177966102,-0.2194092827,-1.166666667,-69
31/01/2025 16:29:27.529,21,-0.3220338983,-0.2151898734,-1.175213675,-67
31/01/2025 16:29:27.629,22,-0.3262711864,-0.2151898734,-1.183760684,-65
31/01/2025 16:29:27.728,23,-0.3305084746,-0.223628692,-1.188034188,-65
31/01/2025 16:29:27.829,24,-0.3177966102,-0.223628692,-1.175213675,-67
31/01/2025 16:29:27.929,25,-0.3347457627,-0.2194092827,-1.170940171,-66
31/01/2025 16:29:28.029,26,-0.313559322,-0.2278481013,-1.162393162,-66
31/01/2025 16:29:28.129,27,-0.3305084746,-0.2194092827,-1.170940171,-65
31/01/2025 16:29:28.228,28,-0.3347457627,-0.2151898734,-1.179487179,-66
31/01/2025 16:29:28.329,29,-0.3389830508,-0.223628692,-1.166666667,-72
31/01/2025 16:29:28.429,30,-0.313559322,-0.223628692,-1.162393162,-73
31/01/2025 16:29:28.529,31,-0.3177966102,-0.2194092827,-1.166666667,-73
31/01/2025 16:29:28.629,32,-0.3093220339,-0.2109704641,-1.175213675,-74
31/01/2025 16:29:28.728,33,-0.3177966102,-0.2194092827,-1.166666667,-73
31/01/2025 16:29:28.829,34,-0.3305084746,-0.2151898734,-1.183760684,-71
31/01/2025 16:29:28.929,35,-0.3305084746,-0.2109704641,-1.179487179,-71
31/01/2025 16:29:29.029,36,-0.3389830508,-0.2151898734,-1.170940171,-71
31/01/2025 16:29:29.129,37,-0.3177966102,-0.223628692,-1.162393162,-71
31/01/2025 16:29:29.228,38,-0.3305084746,-0.223628692,-1.166666667,-69
31/01/2025 16:29:29.329,39,-0.3474576271,-0.2109704641,-1.170940171,-70
31/01/2025 16:29:29.429,40,-0.3305084746,-0.223628692,-1.166666667,-68
31/01/2025 16:29:29.528,41,-0.3389830508,-0.2109704641,-1.14957265,-67
31/01/2025 16:29:29.729,43,-0.3305084746,-0.2194092827,-1.188034188,-68
31/01/2025 16:29:29.829,44,-0.3262711864,-0.2109704641,-1.179487179,-67
31/01/2025 16:29:29.929,45,-0.3305084746,-0.2151898734,-1.158119658,-68
31/01/2025 16:29:30.028,46,-0.3389830508,-0.2151898734,-1.183760684,-69
31/01/2025 16:29:30.129,47,-0.313559322,-0.2151898734,-1.179487179,-67
31/01/2025 16:29:30.229,48,-0.3093220339,-0.2194092827,-1.162393162,-68
31/01/2025 16:29:30.329,49,-0.3220338983,-0.2194092827,-1.179487179,-68
31/01/2025 16:29:30.429,50,-0.3305084746,-0.223628692,-1.166666667,-68
31/01/2025 16:29:30.528,51,-0.3389830508,-0.2151898734,-1.158119658,-67
31/01/2025 16:29:30.629,52,-0.3177966102,-0.2109704641,-1.170940171,-67
31/01/2025 16:29:30.729,53,-0.3262711864,-0.2151898734,-1.166666667,-67
31/01/2025 16:29:30.829,54,-0.3093220339,-0.223628692,-1.175213675,-67
31/01/2025 16:29:30.929,55,-0.313559322,-0.2194092827,-1.162393162,-67
31/01/2025 16:29:31.028,56,-0.3177966102,-0.2194092827,-1.166666667,-67
31/01/2025 16:29:31.129,57,-0.313559322,-0.2151898734,-1.170940171,-69
31/01/2025 16:29:31.229,58,-0.3177966102,-0.223628692,-1.162393162,-68
31/01/2025 16:29:31.329,59,-0.3262711864,-0.2151898734,-1.175213675,-68
31/01/2025 16:29:31.429,60,-0.3389830508,-0.2151898734,-1.175213675,-68
31/01/2025 16:29:31.528,61,-0.3093220339,-0.2109704641,-1.170940171,-68
31/01/2025 16:29:31.629,62,-0.3177966102,-0.2151898734,-1.175213675,-69
31/01/2025 16:29:31.729,63,-0.343220339,-0.223628692,-1.166666667,-67
31/01/2025 16:29:31.829,64,-0.3262711864,-0.2151898734,-1.179487179,-69
31/01/2025 16:29:31.929,65,-0.3262711864,-0.2194092827,-1.166666667,-69
