FILE_INFO
ListSeparator=comma
DecimalSeparator=period

SESSION_INFO
TimeZone,GMT
TimeZoneOffset,+0
DateTimeFormat,dd/MM/yyyy HH:mm:ss.nnn
StartTime,31/01/2025 13:45:49.163
TimeFormat,Absolute
TimeSource,PC

DEVICE_INFO
Port,COM 5
BaseSerial,2615-1218
Address,417
ModelName,G-Link 2G
SerialNumber,2313--1431697296
FirmwareVersion,6.03

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied
Tick,Timer Tick,10Hz,,,tick,tick,,
ch1,Channel Data,10Hz,result = ([slope] * data) + [offset],[slope]=236 [offset]=2028,G,G,Node Commander v2.17.0,
ch2,Channel Data,10Hz,result = ([slope] * data) + [offset],[slope]=237 [offset]=1993,G,G,Node Commander v2.17.0,
ch3,Channel Data,10Hz,result = ([slope] * data) + [offset],[slope]=234 [offset]=2017,G,G,Node Commander v2.17.0,
Base RSSI,Signal Strength,10Hz,result = data,,dBm,dBm,,

DATA_START
Time,Tick,ch1,ch2,ch3,Base RSSI
31/01/2025 13:45:49.163,462,-0.313559322,-0.2151898734,-1.166666667,-73
31/01/2025 13:45:49.263,463,-0.3093220339,-0.2194092827,-1.188034188,-70
31/01/2025 13:45:49.363,464,-0.3177966102,-0.2151898734,-1.175213675,-71
31/01/2025 13:45:49.463,465,-0.3093220339,-0.2278481013,-1.166666667,-69
31/01/2025 13:45:49.563,466,-0.3347457627,-0.2194092827,-1.170940171,-70
31/01/2025 13:45:49.663,467,-0.3305084746,-0.2151898734,-1.170940171,-68
31/01/2025 13:45:49.763,468,-0.3347457627,-0.2109704641,-1.179487179,-66
31/01/2025 13:45:49.862,469,-0.3093220339,-0.2151898734,-1.166666667,-69
31/01/2025 13:45:49.963,470,-0.313559322,-0.2194092827,-1.162393162,-70
31/01/2025 13:45:50.063,471,-0.3347457627,-0.223628692,-1.162393162,-66
31/01/2025 13:45:50.163,472,-0.3347457627,-0.2151898734,-1.179487179,-67
31/01/2025 13:45:50.263,473,-0.313559322,-0.2109704641,-1.170940171,-72
31/01/2025 13:45:50.363,474,-0.3347457627,-0.2194092827,-1.162393162,-73
31/01/2025 13:45:50.463,475,-0.3305084746,-0.2109704641,-1.170940171,-69
31/01/2025 13:45:50.562,476,-0.313559322,-0.2278481013,-1.166666667,-67
31/01/2025 13:45:50.663,477,-0.3347457627,-0.2194092827,-1.188034188,-70
31/01/2025 13:45:50.763,478,-0.3305084746,-0.2151898734,-1.179487179,-65
31/01/2025 13:45:50.863,479,-0.3177966102,-0.223628692,-1.158119658,-69
31/01/2025 13:45:50.963,480,-0.3220338983,-0.2151898734,-1.166666667,-68
31/01/2025 13:45:51.062,481,-0.3305084746,-0.2194092827,-1.170940171,-67
31/01/2025 13:45:51.163,482,-0.3389830508,-0.2194092827,-1.162393162,-68
31/01/2025 13:45:51.263,483,-0.3262711864,-0.2151898734,-1.162393162,-69
31/01/2025 13:45:51.363,484,-0.3093220339,-0.2194092827,-1.166666667,-67
31/01/2025 13:45:51.462,485,-0.313559322,-0.2278481013,-1.175213675,-69
31/01/2025 13:45:51.563,486,-0.3305084746,-0.2278481013,-1.162393162,-69
31/01/2025 13:45:51.663,487,-0.3093220339,-0.2194092827,-1.166666667,-65
31/01/2025 13:45:51.763,488,-0.3347457627,-0.2151898734,-1.153846154,-66
31/01/2025 13:45:51.962,490,-0.313559322,-0.2109704641,-1.166666667,-65
31/01/2025 13:45:52.063,491,-0.313559322,-0.2278481013,-1.183760684,-67
31/01/2025 13:45:52.163,492,-0.3347457627,-0.2194092827,-1.170940171,-65
31/01/2025 13:45:52.263,493,-0.3262711864,-0.2109704641,-1.162393162,-65
31/01/2025 13:45:52.363,494,-0.313559322,-0.2109704641,-1.175213675,-65
31/01/2025 13:45:52.462,495,-0.3305084746,-0.2278481013,-1.196581197,-67
31/01/2025 13:45:52.563,496,-0.3262711864,-0.2151898734,-1.158119658,-66
31/01/2025 13:45:52.663,497,-0.3177966102,-0.223628692,-1.162393162,-65
31/01/2025 13:45:52.763,498,-0.3305084746,-0.2151898734,-1.162393162,-65
31/01/2025 13:45:52.863,499,-0.3389830508,-0.2067510549,-1.175213675,-65
31/01/2025 13:45:52.962,500,-0.3262711864,-0.223628692,-1.175213675,-65
31/01/2025 13:45:53.063,501,-0.3262711864,-0.2320675105,-1.158119658,-65
31/01/2025 13:45:53.163,502,-0.3389830508,-0.2109704641,-1.179487179,-66
31/01/2025 13:45:53.262,503,-0.3305084746,-0.223628692,-1.183760684,-65
31/01/2025 13:45:53.363,504,-0.3305084746,-0.2151898734,-1.188034188,-65
31/01/2025 13:45:53.463,505,-0.3177966102,-0.2067510549,-1.166666667,-65
31/01/2025 13:45:53.563,506,-0.3305084746,-0.2151898734,-1.166666667,-66
31/01/2025 13:45:53.663,507,-0.3177966102,-0.2151898734,-1.170940171,-65
31/01/2025 13:45:53.762,508,-0.3177966102,-0.2278481013,-1.175213675,-67
31/01/2025 13:45:53.863,509,-0.3305084746,-0.2278481013,-1.175213675,-67
31/01/2025 13:45:53.963,510,-0.3050847458,-0.2278481013,-1.166666667,-70
31/01/2025 13:45:54.063,511,-0.3177966102,-0.2278481013,-1.170940171,-70
31/01/2025 13:45:54.163,512,-0.3305084746,-0.2151898734,-1.170940171,-71
31/01/2025 13:45:54.262,513,-0.3305084746,-0.2151898734,-1.170940171,-72
31/01/2025 13:45:54.363,514,-0.3093220339,-0.223628692,-1.166666667,-69
31/01/2025 13:45:54.463,515,-0.313559322,-0.2278481013,-1.170940171,-70
31/01/2025 13:45:54.563,516,-0.3262711864,-0.223628692,-1.166666667,-71
31/01/2025 13:45:54.663,517,-0.3050847458,-0.2320675105,-1.170940171,-71
31/01/2025 13:45:54.762,518,-0.3220338983,-0.223628692,-1.175213675,-69
31/01/2025 13:45:54.863,519,-0.3305084746,-0.2151898734,-1.179487179,-67
31/01/2025 13:45:54.963,520,-0.3093220339,-0.2109704641,-1.183760684,-70
31/01/2025 13:45:55.063,521,-0.3177966102,-0.2151898734,-1.175213675,-69
31/01/2025 13:45:55.163,522,-0.3389830508,-0.2109704641,-1.183760684,-69
31/01/2025 13:45:55.262,523,-0.3220338983,-0.2067510549,-1.183760684,-69
31/01/2025 13:45:55.363,524,-0.3220338983,-0.223628692,-1.166666667,-69
